Lat,Lon,Date,Unq_Loc.x,cutLat.x,cutLon.x,Year,month,day,DOY,Unique_Date,Date_2,SSH,SSH_sd,SST,SST_sd,SST_Anom,Curl_Val,U_Val,V_Val,Depth_Val,Rugosity_Val,Dist_Shore_Val,CHL_Val,WEGU_Nu,WEGU_Agg,PFSH_Nu,PFSH_Agg,CAAU_Nu,CAAU_Agg,SOSH_Nu,SOSH_Agg,COMU_Nu,COMU_Agg,BFAL_Nu,BFAL_Agg
36.1,-122,6/2/2013,"(-122,-121.9] (36.1,36.2]","(36.1,36.2]","(-122,-121.9]",2013,6,2,153,2013 6 2,20130602,-0.012227652,0.012939909,11.41179786,0.304330294,0.231122882,1.62E-06,0.086811836,-0.206257716,-984.584965,779.3061665,12345.34766,0.899246609,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122,5/29/2014,"(-122,-121.9] (36.1,36.2]","(36.1,36.2]","(-122,-121.9]",2014,5,29,149,2014 5 29,20140529,0.069489322,0.005633668,11.51953776,0.0769885,0.157266362,2.83E-06,-0.080575524,-0.253915689,-984.584965,779.3061665,12345.34766,0.536780891,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122,5/31/2014,"(-122,-121.9] (36.1,36.2]","(36.1,36.2]","(-122,-121.9]",2014,5,31,151,2014 5 31,20140531,-0.003596197,0.009773702,11.64213634,0.483585222,0.227738321,5.88E-07,-0.068660289,-0.370554236,-984.584965,779.3061665,12345.34766,0.536780891,0,0,0,0,0,0,273,1,0,0,0,0
36.1,-122,5/14/2016,"(-122,-121.9] (36.1,36.2]","(36.1,36.2]","(-122,-121.9]",2016,5,14,135,2016 5 14,20160514,0.030486875,0.022214113,12.62542896,0.535292242,0.244706312,3.17E-08,0.191219468,-0.279506476,-984.584965,779.3061665,12345.34766,0.76380447,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122,6/6/2021,"(-122,-121.9] (36.1,36.2]","(36.1,36.2]","(-122,-121.9]",2021,6,6,157,2021 6 6,20210606,0.052649748,0.00909631,12.7238121,0.293052858,0.365495383,2.49E-07,0.102560319,-0.031857222,-984.584965,779.3061665,12345.34766,2.365444229,0,0,0,0,0,0,42,0,0,0,0,0
36.1,-122.1,5/30/2010,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2010,5,30,150,2010 5 30,20100530,0.032764586,0.005246473,12.1910546,0.176919273,0.305452525,2.17E-06,-0.011258043,-0.165712624,-1172.977543,809.1418415,19231.72461,1.123855072,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.1,5/20/2013,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2013,5,20,140,2013 5 20,20130520,0.006008077,0.0080527,12.64476797,0.172376631,0.376912337,1.22E-06,0.046157395,-0.184755547,-1172.977543,809.1418415,19231.72461,2.804519739,2,0,0,0,0,0,3,0,0,0,1,0
36.1,-122.1,5/10/2015,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2015,5,10,130,2015 5 10,20150510,0.083021656,0.007945129,12.1942703,0.072378429,0.34042609,6.00E-07,-0.014994001,0.100164867,-1172.977543,809.1418415,19231.72461,0.508016815,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.1,5/18/2015,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2015,5,18,138,2015 5 18,20150518,0.087524815,0.00519707,12.53825943,0.273212373,0.363034125,-2.57E-08,-0.086234517,0.001855876,-1172.977543,809.1418415,19231.72461,0.605489843,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.1,5/9/2017,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2017,5,9,129,2017 5 9,20170509,-0.052889629,0.013037279,12.25577905,0.524292271,0.39502246,7.97E-07,0.031170387,0.140231171,-1172.977543,809.1418415,19231.72461,0.501187516,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.1,5/12/2017,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2017,5,12,132,2017 5 12,20170512,0.006564286,0.009951716,13.71579158,0.16453114,0.458248227,-2.36E-07,-0.116118837,0.025600931,-1172.977543,809.1418415,19231.72461,0.501187516,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.1,5/11/2019,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2019,5,11,131,2019 5 11,20190511,0.137555172,0.008340327,14.82555784,0.391256027,0.52726113,-1.96E-08,-0.045265746,0.052402667,-1172.977543,809.1418415,19231.72461,0.577486463,0,0,5,0,0,0,30,0,0,0,0,0
36.1,-122.1,6/3/2019,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2019,6,3,154,2019 6 3,20190603,0.002386272,0.020674807,13.33550051,0.181798522,0.49224766,8.29E-08,0.227694024,-0.47804055,-1172.977543,809.1418415,19231.72461,0.996733898,0,0,0,0,0,0,0,0,1,0,0,0
36.1,-122.1,5/6/2021,"(-122.1,-122] (36.1,36.2]","(36.1,36.2]","(-122.1,-122]",2021,5,6,126,2021 5 6,20210506,0.034875486,0.008924478,10.99544334,0.241304843,0.24514324,1.04E-07,0.120064445,-0.188939273,-1172.977543,809.1418415,19231.72461,1.205518069,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/30/2010,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2010,5,30,150,2010 5 30,20100530,0.03354374,0.002385023,12.32190497,0.176919273,0.317762457,1.57E-06,-0.031590718,-0.129527142,-1401.689458,886.6951362,33751.98438,1.225237526,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/10/2015,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2015,5,10,130,2015 5 10,20150510,0.074955098,0.006337041,12.06987933,0.072378429,0.329071364,5.72E-07,-0.059783489,0.085290239,-1401.689458,886.6951362,33751.98438,0.506743812,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/18/2015,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2015,5,18,138,2015 5 18,20150518,0.082192051,0.008367913,13.15293439,0.273212373,0.418739797,-4.46E-08,-0.116506441,0.057825534,-1401.689458,886.6951362,33751.98438,0.53640927,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/6/2016,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2016,5,6,127,2016 5 6,20160506,0.00397581,0.02146642,13.8634052,0.27368462,0.488014465,3.01E-08,-0.115104868,-0.361200552,-1401.689458,886.6951362,33751.98438,0.260649876,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,6/6/2016,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2016,6,6,158,2016 6 6,20160606,0.084060049,0.015532844,14.45914238,0.314771138,0.486913813,-1.48E-08,-0.161884825,0.199924707,-1401.689458,886.6951362,33751.98438,1.744300794,0,0,0,0,0,0,0,0,0,0,3,0
36.1,-122.2,5/12/2017,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2017,5,12,132,2017 5 12,20170512,-0.0053959,0.013812917,13.76814739,0.16453114,0.462509765,-2.24E-07,-0.009238257,-0.062597046,-1401.689458,886.6951362,33751.98438,0.664809452,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/14/2018,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2018,5,14,134,2018 5 14,20180514,0.014857234,0.011138961,13.26907545,0.415091774,0.425624801,-4.69E-09,0.145738518,-0.169906311,-1401.689458,886.6951362,33751.98438,1.815289088,0,0,0,0,0,0,1,0,3,0,0,0
36.1,-122.2,5/11/2019,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2019,5,11,131,2019 5 11,20190511,0.128975983,0.011029727,15.16235991,0.391256027,0.559576632,-2.22E-08,0.002439484,0.12450822,-1401.689458,886.6951362,33751.98438,0.458889567,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/6/2021,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2021,5,6,126,2021 5 6,20210506,0.036495581,0.004302773,11.15227985,0.042047993,0.260758001,1.32E-07,0.001025863,-0.015825594,-1401.689458,886.6951362,33751.98438,0.445894923,0,0,0,0,0,0,0,0,0,0,0,0
36.1,-122.2,5/12/2021,"(-122.2,-122.1] (36.1,36.2]","(36.1,36.2]","(-122.2,-122.1]",2021,5,12,132,2021 5 12,20210512,0.069771945,0.004279455,12.08740807,0.359053484,0.405977588,8.03E-08,0.024174912,-0.044148937,-1401.689458,886.6951362,33751.98438,0.842582915,0,0,1,0,0,0,18,0,0,0,0,0
36.2,-122,5/9/2004,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2004,5,9,130,2004 5 9,20040509,0.009872083,0.012121516,11.55074411,0.424349469,0.221918431,2.31E-06,0.132488257,-0.241395565,-216.4492208,805.7426409,5643.227539,1.654837792,0,0,0,0,7,0,0,0,0,0,0,0
36.2,-122,5/8/2005,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2005,5,8,128,2005 5 8,20050508,0.055690374,0.00394628,14.76955784,0.258457114,0.51822406,-6.02E-08,-0.02180305,0.007448733,-216.4492208,805.7426409,5643.227539,0.361593998,0,0,1,0,11,0,135,0,0,0,1,0
36.2,-122,5/10/2006,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2006,5,10,130,2006 5 10,20060510,0.025295035,0.015910718,11.59906811,0.134442476,0.359276479,1.48E-06,0.073945956,-0.234856669,-216.4492208,805.7426409,5643.227539,0.793002091,0,0,0,0,2,0,0,0,0,0,0,0
36.2,-122,5/21/2007,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2007,5,21,141,2007 5 21,20070521,-0.008336335,0.00739098,10.73575185,0.40716816,0.315725585,1.76E-06,0.133243091,-0.126380612,-216.4492208,805.7426409,5643.227539,0.359308867,0,0,0,0,0,0,7,0,0,0,0,0
36.2,-122,5/15/2008,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2008,5,15,136,2008 5 15,20080515,0.00173318,0.006682701,10.886774,0.140696099,0.364386926,1.82E-07,-0.10742009,-0.030923588,-216.4492208,805.7426409,5643.227539,0.529352436,6,0,12,1,6,0,5,0,0,0,0,0
36.2,-122,5/29/2008,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2008,5,29,150,2008 5 29,20080529,0.018888514,0.011144099,12.23687107,0.216797899,0.417823412,-3.52E-07,-0.081586727,-0.138129401,-216.4492208,805.7426409,5643.227539,1.138490684,150,1,7,0,1,0,361,1,24,0,0,0
36.2,-122,5/21/2010,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2010,5,21,141,2010 5 21,20100521,0.000801943,0.017363172,10.85343415,0.538013284,0.233341502,2.56E-06,0.137282848,-0.213092081,-216.4492208,805.7426409,5643.227539,0.718970994,0,0,0,0,0,0,0,0,0,0,1,0
36.2,-122,5/20/2013,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2013,5,20,140,2013 5 20,20130520,-0.013837919,0.014740233,12.1240718,0.588444617,0.329117889,1.35E-06,0.156840745,-0.23702395,-216.4492208,805.7426409,5643.227539,0.940303301,1,0,1,0,0,0,286,1,0,0,0,0
36.2,-122,6/2/2013,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2013,6,2,153,2013 6 2,20130602,-0.027525229,0.01254267,11.10090581,0.304330294,0.206879692,1.97E-06,0.073890376,-0.229766066,-216.4492208,805.7426409,5643.227539,1.418350918,0,0,0,0,51,1,51,0,2,0,0,0
36.2,-122,5/29/2014,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2014,5,29,149,2014 5 29,20140529,0.06565439,0.003938574,11.3657317,0.0769885,0.144783258,3.20E-06,-0.02215281,-0.321391257,-216.4492208,805.7426409,5643.227539,0.948745674,0,0,0,0,1,0,34,0,0,0,0,0
36.2,-122,5/31/2014,"(-122,-121.9] (36.2,36.3]","(36.2,36.3]","(-122,-121.9]",2014,5,31,151,2014 5 31,20140531,-0.001868294,0.00847323,12.02615946,0.483585222,0.25693217,8.01E-07,0.040549764,-0.393271282,-216.4492208,805.7426409,5643.227539,0.948745674,0,0,0,0,0,0,0,0,0,0,0,0
